,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Children,Family_size,Is_Parent,Customer_For,Amount Spent,Cluster,PC_Clusters
257,2,1,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,53,0,2,0,535,981,1,1
258,2,1,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,53,1,3,1,605,67,0,2
259,2,0,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,70,0,1,0,805,1635,1,1
260,3,0,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,1,40,1,2,1,261,60,0,2
261,3,1,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,48,1,3,1,248,231,2,2
262,2,1,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,63,2,4,1,185,48,0,2
263,2,0,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,60,2,3,1,552,99,0,2
264,3,1,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,60,1,3,1,446,770,2,0
265,2,0,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,67,0,1,0,688,957,1,1
266,3,1,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,42,0,2,0,220,818,1,1
267,3,0,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,37,0,1,0,670,925,1,1
268,3,0,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,55,1,2,1,594,908,2,0
269,1,1,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,42,1,3,1,399,102,0,2
270,2,1,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,47,1,3,1,772,576,2,0
271,2,1,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,77,0,2,0,827,317,0,2
272,3,1,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,49,1,3,1,337,461,2,0
273,3,1,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,48,2,4,1,233,37,0,2
274,2,1,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,49,1,3,1,364,70,0,2
275,2,1,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,71,0,2,0,676,930,1,1
276,3,1,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,67,2,4,1,492,859,2,0
277,2,0,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,57,0,1,0,1,1478,1,1
278,3,0,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,74,0,1,0,541,390,0,2
279,1,1,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,39,0,2,0,608,52,0,2
280,2,1,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,54,1,3,1,344,137,0,2
281,2,1,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,43,0,2,0,766,1919,1,1
282,2,1,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,52,2,4,1,325,68,0,2
283,2,1,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,58,2,4,1,368,25,0,2
284,3,1,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,71,1,3,1,835,1374,2,0
285,1,0,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,35,1,2,1,521,32,0,2
286,3,1,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,37,1,3,1,692,100,0,2
287,2,0,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,41,0,1,0,370,825,1,1
288,3,0,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,58,1,2,1,264,916,0,0
289,2,0,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,65,2,3,1,234,62,0,2
290,1,1,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,67,1,3,1,361,728,2,0
291,3,1,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,45,1,3,1,337,90,0,2
292,2,0,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,35,1,2,1,237,273,0,2
293,2,1,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,39,1,3,1,344,66,0,2
294,3,1,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,62,0,2,0,618,1213,1,1
295,2,0,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,57,0,1,0,809,107,0,2
296,2,0,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,76,0,1,0,217,1157,1,1
297,3,1,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,59,1,3,1,423,546,2,0
298,3,1,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,31,0,2,0,588,241,0,2
299,2,0,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,47,1,2,1,322,53,0,2
300,2,1,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,56,3,5,1,404,37,0,2
301,3,0,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,47,0,1,0,552,1508,1,1
302,2,1,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,57,2,4,1,354,235,0,0
303,3,1,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,67,2,4,1,33,32,0,2
304,2,1,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,51,2,4,1,495,102,0,2
305,2,0,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,38,1,2,1,844,401,2,0
306,2,1,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,72,2,4,1,508,28,0,2
307,2,1,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,52,1,3,1,688,680,2,0
308,2,1,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,49,1,3,1,698,30,0,2
309,3,0,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,58,2,3,1,95,20,0,2
310,3,0,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,62,1,2,1,522,1307,2,0
311,2,0,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,70,1,2,1,400,630,2,0
312,2,1,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,66,0,2,0,578,1283,1,1
313,3,0,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,47,1,2,1,667,65,0,2
314,2,1,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,39,1,3,1,513,37,0,2
315,3,1,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,73,3,5,1,457,38,0,2
316,3,0,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,37,1,2,1,661,160,0,2
317,2,0,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,40,1,2,1,599,23,0,2
318,3,0,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,34,0,1,0,392,71,0,2
319,3,1,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,67,1,3,1,642,1161,2,0
320,3,1,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,52,1,3,1,431,59,0,2
321,2,1,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,40,1,3,1,524,33,0,2
322,2,0,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,63,2,3,1,727,946,2,0
323,2,0,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,55,0,1,0,907,1442,1,1
324,2,1,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,51,1,3,1,725,62,0,2
325,2,1,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,58,0,2,0,643,1674,1,1
326,3,1,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,124,0,2,0,436,1853,1,1
327,2,0,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,35,0,1,0,789,1538,1,1
328,2,0,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,37,0,1,0,512,139,0,2
329,3,1,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,54,1,3,1,743,1182,2,0
330,3,1,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,73,1,3,1,541,507,2,0
331,1,1,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,0,50,1,3,1,478,18,0,2
332,2,0,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,71,0,1,0,421,940,1,1
333,2,1,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,58,2,4,1,531,42,0,2
334,2,0,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,53,0,1,0,173,1190,1,1
335,2,0,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,52,2,3,1,711,44,0,2
336,3,1,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,47,1,3,1,280,16,0,2
337,2,1,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,66,1,3,1,354,835,2,0
338,2,1,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,37,1,3,1,431,1443,2,0
339,3,0,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,57,0,1,0,404,1029,1,1
340,2,1,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,49,0,2,0,770,1188,1,1
341,3,0,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,47,1,2,1,714,1277,2,0
342,2,0,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,1,45,2,3,1,372,49,0,2
343,2,1,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,68,1,3,1,396,99,0,2
344,3,1,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,54,0,2,0,724,1670,1,1
345,3,1,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,1,80,0,2,0,473,900,0,1
346,3,1,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,75,2,4,1,483,425,2,0
347,2,1,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,66,0,2,0,799,2153,1,1
348,3,0,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,54,1,2,1,259,636,0,0
349,2,1,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,45,2,4,1,285,57,0,2
350,3,1,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,45,1,3,1,743,25,0,2
351,2,1,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,56,2,4,1,708,494,0,0
352,2,0,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,54,1,2,1,837,693,2,0
353,2,1,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,63,0,2,0,568,1348,1,1
354,2,0,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,47,1,2,1,630,51,0,2
355,2,1,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,61,0,2,0,749,1932,1,1
356,3,0,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,48,1,2,1,1059,990,2,0
357,1,1,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,39,1,3,1,228,30,0,2
358,2,1,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,48,2,4,1,769,254,0,0
359,3,0,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,53,1,2,1,464,29,0,2
360,2,0,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,57,1,2,1,755,1371,2,0
361,3,0,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,51,2,3,1,532,73,0,2
362,3,0,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,48,2,3,1,840,120,2,0
363,2,0,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,0,53,0,1,0,628,81,0,2
364,2,0,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,34,1,2,1,706,37,0,2
365,3,1,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,62,1,3,1,664,1377,2,0
366,2,0,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,54,1,2,1,540,51,0,2
367,3,1,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,54,2,4,1,492,17,0,2
368,2,1,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,38,1,3,1,387,22,0,2
369,2,0,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,69,0,1,0,724,324,0,2
370,1,1,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,50,3,5,1,836,211,0,0
371,3,0,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,42,1,2,1,251,19,0,2
372,2,0,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,52,1,2,1,570,41,0,2
373,3,1,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,55,1,3,1,416,492,2,2
374,2,1,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,63,1,3,1,940,1005,2,0
375,2,1,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,74,1,3,1,828,114,0,2
376,3,0,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,55,2,3,1,488,1173,2,0
377,2,1,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,44,0,2,0,280,1738,1,1
378,3,1,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,44,1,3,1,450,222,2,2
379,2,0,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,30,0,1,0,245,1127,1,1
380,3,1,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,77,0,2,0,597,209,0,2
381,3,1,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,55,1,3,1,284,787,2,0
382,3,1,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,32,0,2,0,544,1598,1,1
383,2,1,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,52,2,4,1,812,186,0,0
384,2,1,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,39,1,3,1,827,47,0,2
385,2,0,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,36,1,2,1,712,27,0,2
386,1,1,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,43,1,3,1,816,96,0,2
387,1,0,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,67,2,3,1,623,64,0,2
388,2,1,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,58,0,2,0,800,1040,1,1
389,2,0,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,49,2,3,1,478,163,0,0
390,2,1,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,63,0,2,0,398,343,0,2
391,3,0,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,68,3,4,1,410,446,2,0
392,2,1,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,58,2,4,1,91,41,0,2
393,3,0,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,51,1,2,1,828,70,0,2
394,3,0,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,52,2,3,1,190,272,0,2
395,3,1,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,49,1,3,1,548,46,0,2
396,2,1,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,60,2,4,1,780,490,2,0
397,1,0,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,41,1,2,1,749,79,0,2
398,2,1,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,47,1,3,1,816,915,2,0
399,3,1,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,68,1,3,1,616,1485,2,0
400,2,0,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,36,1,2,1,836,369,0,2
401,2,1,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,61,1,3,1,682,1073,2,0
402,3,1,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,80,0,2,0,250,1242,1,1
403,1,1,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,0,48,1,3,1,381,78,0,2
404,2,1,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,29,0,2,0,295,1378,1,1
405,2,0,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,42,0,1,0,652,1474,1,1
406,3,1,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,52,2,4,1,582,751,2,0
407,3,1,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,50,1,3,1,184,48,0,2
408,2,1,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,40,1,3,1,198,45,0,2
409,3,1,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,41,1,3,1,214,10,0,2
410,3,1,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,49,0,2,0,609,1435,1,1
411,3,1,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,82,0,2,0,602,2119,1,1
412,2,1,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,70,3,5,1,603,20,0,2
413,2,1,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,37,0,2,0,226,1795,1,1
414,2,1,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,34,1,3,1,216,1188,2,0
415,1,1,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,34,1,3,1,245,43,0,2
416,2,1,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,55,1,3,1,590,1008,2,0
417,3,0,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,62,0,1,0,457,1688,1,1
418,2,1,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,34,1,3,1,768,684,2,0
419,1,1,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,56,2,4,1,682,1082,2,0
420,2,1,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,59,1,3,1,376,1068,2,0
421,2,0,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,53,1,2,1,307,57,0,2
422,3,1,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,67,1,3,1,533,46,2,2
423,2,0,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,57,1,2,1,350,733,2,0
424,3,0,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,74,1,2,1,515,467,0,0
425,3,1,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,52,1,3,1,471,122,0,2
426,1,1,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,37,1,3,1,522,36,0,2
427,2,1,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,34,1,3,1,608,34,0,2
428,3,1,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,75,1,3,1,351,156,2,2
429,2,1,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,77,0,2,0,546,14,0,2
430,2,0,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,34,1,2,1,706,37,0,2
431,1,1,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,49,0,2,0,264,34,0,2
432,2,0,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,64,0,1,0,511,20,0,2
433,3,0,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,51,1,2,1,452,192,0,2
434,2,0,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,0,59,0,1,0,342,1379,1,1
435,2,1,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,47,1,3,1,456,48,0,2
436,3,1,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,70,1,3,1,349,428,2,0
437,2,0,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,68,1,2,1,669,868,2,0
438,2,1,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,54,1,3,1,658,1001,2,0
439,3,0,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,52,1,2,1,415,59,0,2
440,1,1,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,43,2,4,1,693,431,2,0
441,2,1,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,47,1,3,1,880,971,2,0
442,2,1,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,51,3,5,1,838,348,0,0
443,1,0,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,57,0,1,0,812,2059,1,1
444,3,1,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,0,39,1,3,1,701,265,0,0
445,2,1,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,71,1,3,1,195,270,2,2
446,1,1,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,41,0,2,0,802,1289,1,1
447,2,1,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,59,1,3,1,339,893,2,0
448,2,0,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,74,0,1,0,440,926,1,1
449,3,0,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,65,1,2,1,312,135,0,2
450,2,1,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,60,0,2,0,163,1495,1,1
451,2,1,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,48,1,3,1,285,120,0,2
452,3,0,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,54,0,1,0,278,1288,1,1
453,3,1,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,68,0,2,0,592,1743,1,1
454,2,0,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,53,1,2,1,766,15,0,2
455,2,1,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,72,2,4,1,186,542,2,0
456,3,1,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,52,1,3,1,843,890,2,0
457,2,1,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,48,1,3,1,619,1388,2,0
458,2,1,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,43,1,3,1,422,17,0,2
459,3,1,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,42,1,3,1,972,906,2,0
460,2,1,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,0,45,2,4,1,673,44,0,2
461,2,0,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,35,1,2,1,202,25,0,2
462,2,1,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,67,1,3,1,656,973,2,0
463,3,0,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,51,2,3,1,92,31,0,2
464,3,1,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,46,1,3,1,197,518,2,0
465,3,1,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,51,1,3,1,774,530,2,0
466,2,1,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,46,1,3,1,766,506,2,0
467,3,1,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,50,1,3,1,341,70,0,2
468,3,0,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,51,1,2,1,393,54,0,2
469,2,0,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,0,49,1,2,1,839,296,0,0
470,2,1,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,48,1,3,1,402,266,2,2
471,3,1,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,63,0,2,0,787,747,1,1
472,3,0,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,59,0,1,0,813,895,1,1
473,3,1,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,47,1,3,1,387,1053,2,0
474,2,1,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,49,1,3,1,528,735,2,0
475,2,1,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,54,1,3,1,314,20,0,2
476,1,0,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,71,0,1,0,769,205,0,2
477,3,1,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,65,1,3,1,803,2092,2,0
478,2,0,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,47,1,2,1,999,309,0,0
479,2,1,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,68,0,2,0,652,1722,1,1
480,3,0,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,59,1,2,1,370,900,2,0
481,3,0,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,79,0,1,0,374,682,0,1
482,3,0,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,61,1,2,1,602,663,2,0
483,2,0,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,45,1,2,1,216,43,0,2
484,3,1,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,52,1,3,1,594,1816,2,0
485,3,1,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,74,1,3,1,198,976,2,0
486,2,1,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,79,0,2,0,642,746,1,1
487,2,1,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,73,2,4,1,911,64,0,2
488,3,1,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,62,1,3,1,386,32,2,2
489,1,1,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,33,0,2,0,707,263,0,2
490,3,1,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,38,1,3,1,834,1445,2,0
491,3,1,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,67,1,3,1,533,46,2,2
492,2,0,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,70,0,1,0,878,1210,1,1
493,2,1,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,47,1,3,1,662,945,2,1
494,2,0,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,34,0,1,0,505,1157,1,1
495,2,1,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,31,0,2,0,533,137,0,2
496,2,0,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,64,1,2,1,720,730,2,0
497,3,1,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,0,42,1,3,1,560,216,0,0
498,2,0,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,44,1,2,1,618,943,2,0
499,2,1,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,0,59,2,4,1,412,347,2,0
500,3,1,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,0,64,0,2,0,264,1924,1,1
501,3,1,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,77,1,3,1,396,397,2,0
502,3,0,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,48,0,1,0,601,2089,1,1
503,2,1,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,62,2,4,1,644,138,0,0
504,2,0,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,33,1,2,1,524,42,0,2
505,2,1,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,64,0,2,0,470,777,1,1
506,3,1,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,79,0,2,0,337,1902,1,1
507,2,0,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,58,2,3,1,313,52,0,2
508,3,0,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,0,36,0,1,0,337,1651,1,1
509,2,1,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,32,0,2,0,477,358,0,2
510,2,1,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,70,0,2,0,797,1727,1,1
511,2,1,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,36,1,3,1,849,210,0,2
512,2,1,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,37,1,3,1,968,42,0,2
513,3,1,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,65,0,2,0,374,1291,1,1
514,3,1,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,46,0,2,0,122,442,1,1
515,2,0,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,59,0,1,0,728,1895,1,1
